,base_name,label,x,y,r,complete
33,VID_20220217_104715_F0.png,baya,799,324,22.08291,False
35,VID_20220217_104715_F0.png,baya,656,394,23.59397,False
37,VID_20220217_104715_F0.png,baya,801,346,22.75434,True
39,VID_20220217_104715_F0.png,baya,906,388,22.77938,True
42,VID_20220217_104715_F0.png,baya,919,316,25.18134,True
44,VID_20220217_104715_F0.png,baya,897,351,25.40177,True
46,VID_20220217_104715_F0.png,baya,642,383,21.93468,True
48,VID_20220217_104715_F0.png,baya,815,392,24.44361,True
50,VID_20220217_104715_F0.png,baya,761,374,25.91139,True
52,VID_20220217_104715_F0.png,val_1,319,165,NULL,False
54,VID_20220217_104715_F0.png,baya,854,322,25.5,True
57,VID_20220217_104715_F0.png,val_2,408,165,NULL,False
60,VID_20220217_104715_F0.png,baya,758,332,24.45608,True
62,VID_20220217_104715_F0.png,baya,697,263,26.60075,True
64,VID_20220217_104715_F0.png,baya,936,359,23.38033,True
67,VID_20220217_104715_F0.png,val_1,378,165,NULL,False
68,VID_20220217_104715_F0.png,baya,851,364,27.90018,True
0,VID_20220217_104646_F0.png,baya,788,276,22.76532,True
2,VID_20220217_104646_F0.png,baya,698,325,26.2688,False
4,VID_20220217_104646_F0.png,baya,754,267,19.80101,False
6,VID_20220217_104646_F0.png,baya,658,341,19.99898,False
8,VID_20220217_104646_F0.png,baya,679,303,21.3425,False
10,VID_20220217_104646_F0.png,baya,775,405,25.69612,False
12,VID_20220217_104646_F0.png,baya,794,436,18.77352,False
14,VID_20220217_104646_F0.png,baya,770,449,23.32048,False
17,VID_20220217_104646_F0.png,val_2,441,171,NULL,False
19,VID_20220217_104646_F0.png,baya,710,281,28.87663,True
21,VID_20220217_104646_F0.png,baya,849,338,24.50184,True
23,VID_20220217_104646_F0.png,baya,819,375,29.16196,True
25,VID_20220217_104646_F0.png,baya,789,377,27.5,True
27,VID_20220217_104646_F0.png,baya,809,323,23.32402,True
31,VID_20220217_104646_F0.png,val_1,411,171,NULL,False
32,VID_20220217_104646_F0.png,baya,693,363,24.36801,True
34,VID_20220217_104646_F0.png,baya,633,387,25.30316,True
36,VID_20220217_104646_F0.png,cal_2,743,167,NULL,False
38,VID_20220217_104646_F0.png,baya,700,406,24.60325,True
40,VID_20220217_104646_F0.png,baya,727,318,22.9264,True
42,VID_20220217_104646_F0.png,baya,764,295,22.2468,True
45,VID_20220217_104646_F0.png,cal_1,683,168,NULL,False
46,VID_20220217_104646_F0.png,baya,659,441,20.8137,True
48,VID_20220217_104646_F0.png,val_1,350,172,NULL,False
50,VID_20220217_104646_F0.png,baya,741,370,26.53771,True
53,VID_20220217_104646_F0.png,val_2,502,171,NULL,False
56,VID_20220217_104646_F0.png,baya,741,432,25.40177,True
58,VID_20220217_104646_F0.png,keypoint,977,626,NULL,False
59,VID_20220217_104646_F0.png,keypoint,1077,557,NULL,False
60,VID_20220217_104646_F0.png,keypoint,489,639,NULL,False
61,VID_20220217_104646_F0.png,keypoint,637,559,NULL,False
62,VID_20220217_104646_F0.png,baya,618,418,22.57157,True
0,VID_20220217_104609_F0.png,baya,659,306,20.10787,False
2,VID_20220217_104609_F0.png,baya,809,330,17.82833,False
4,VID_20220217_104609_F0.png,baya,824,315,20.28806,False
6,VID_20220217_104609_F0.png,baya,825,363,19.02464,False
8,VID_20220217_104609_F0.png,baya,643,444,21.30902,False
12,VID_20220217_104609_F0.png,baya,763,385,20.9774,True
14,VID_20220217_104609_F0.png,keypoint,432,608,NULL,False
15,VID_20220217_104609_F0.png,keypoint,458,447,NULL,False
16,VID_20220217_104609_F0.png,keypoint,563,534,NULL,False
17,VID_20220217_104609_F0.png,keypoint,879,593,NULL,False
19,VID_20220217_104609_F0.png,cal_1,486,173,NULL,False
20,VID_20220217_104609_F0.png,baya,696,427,23.42324,True
22,VID_20220217_104609_F0.png,baya,721,388,21.03622,True
24,VID_20220217_104609_F0.png,baya,675,288,23.68489,True
26,VID_20220217_104609_F0.png,baya,667,474,24.25932,True
29,VID_20220217_104609_F0.png,baya,846,346,23.08313,True
31,VID_20220217_104609_F0.png,baya,793,355,22.7211,True
33,VID_20220217_104609_F0.png,baya,756,327,24.48504,True
35,VID_20220217_104609_F0.png,baya,620,411,23.67673,True
38,VID_20220217_104609_F0.png,val_1,317,172,NULL,False
39,VID_20220217_104609_F0.png,baya,794,300,23.04244,True
41,VID_20220217_104609_F0.png,baya,753,266,22.40154,True
43,VID_20220217_104609_F0.png,baya,718,278,22.58099,True
45,VID_20220217_104609_F0.png,baya,605,358,20.87061,True
48,VID_20220217_104609_F0.png,val_1,374,172,NULL,False
50,VID_20220217_104609_F0.png,baya,654,432,18.57945,True
52,VID_20220217_104609_F0.png,baya,722,454,22.77803,True
54,VID_20220217_104609_F0.png,baya,639,343,22.92786,True
56,VID_20220217_104609_F0.png,cal_2,542,172,NULL,False
58,VID_20220217_104609_F0.png,val_2,458,173,NULL,False
61,VID_20220217_104609_F0.png,val_2,401,172,NULL,False
62,VID_20220217_104609_F0.png,baya,702,317,20.58215,True
64,VID_20220217_104609_F0.png,baya,764,298,19.33754,False
66,VID_20220217_104609_F0.png,baya,737,351,20.08634,False
68,VID_20220217_104609_F0.png,baya,630,457,21.31977,False
70,VID_20220217_104609_F0.png,baya,601,428,17.50611,False
72,VID_20220217_104609_F0.png,baya,616,394,21.44253,False
74,VID_20220217_104609_F0.png,baya,678,274,19.15689,False
1,VID_20220217_104507_F0.png,cal_2,562,197,NULL,False
2,VID_20220217_104507_F0.png,baya,808,368,28.81238,True
4,VID_20220217_104507_F0.png,baya,723,382,23.49763,True
6,VID_20220217_104507_F0.png,baya,751,430,27.10233,True
8,VID_20220217_104507_F0.png,baya,660,460,27.87709,True
12,VID_20220217_104507_F0.png,val_1,325,197,NULL,False
15,VID_20220217_104507_F0.png,val_1,384,197,NULL,False
16,VID_20220217_104507_F0.png,keypoint,598,583,NULL,False
17,VID_20220217_104507_F0.png,keypoint,936,641,NULL,False
18,VID_20220217_104507_F0.png,keypoint,453,662,NULL,False
19,VID_20220217_104507_F0.png,keypoint,480,489,NULL,False
20,VID_20220217_104507_F0.png,baya,886,419,28.4158,False
21,VID_20220217_104507_F0.png,baya,758,459,27.31846,False
23,VID_20220217_104507_F0.png,baya,930,375,25.88816,False
25,VID_20220217_104507_F0.png,baya,837,324,27.04629,False
27,VID_20220217_104507_F0.png,baya,769,399,18.3659,False
29,VID_20220217_104507_F0.png,baya,711,490,26.16338,False
31,VID_20220217_104507_F0.png,baya,912,378,28.03734,True
34,VID_20220217_104507_F0.png,val_2,474,198,NULL,False
35,VID_20220217_104507_F0.png,baya,724,474,26.15258,True
37,VID_20220217_104507_F0.png,baya,861,387,24.93358,True
39,VID_20220217_104507_F0.png,baya,704,432,29.29454,True
42,VID_20220217_104507_F0.png,baya,752,327,25.94828,True
44,VID_20220217_104507_F0.png,val_2,414,197,NULL,False
46,VID_20220217_104507_F0.png,cal_1,504,198,NULL,False
48,VID_20220217_104507_F0.png,baya,902,333,28.05647,True
50,VID_20220217_104507_F0.png,baya,803,329,27.91992,True
53,VID_20220217_104507_F0.png,baya,705,321,22.97868,True
55,VID_20220217_104507_F0.png,baya,911,427,27.55145,True
57,VID_20220217_104507_F0.png,baya,835,423,25.56196,True
0,VID_20220217_104436_F0.png,baya,975,380,23.41243,False
2,VID_20220217_104436_F0.png,baya,781,300,21.17722,False
4,VID_20220217_104436_F0.png,baya,862,316,24.57692,False
6,VID_20220217_104436_F0.png,baya,740,297,23.6642,True
9,VID_20220217_104436_F0.png,val_2,511,165,NULL,False
10,VID_20220217_104436_F0.png,baya,1012,419,24.92388,True
12,VID_20220217_104436_F0.png,baya,976,442,25.4984,True
14,VID_20220217_104436_F0.png,baya,900,429,26.24648,True
16,VID_20220217_104436_F0.png,baya,789,421,25.7529,True
18,VID_20220217_104436_F0.png,baya,873,387,23.6816,True
22,VID_20220217_104436_F0.png,baya,858,330,24.07985,True
24,VID_20220217_104436_F0.png,baya,718,332,16.90485,True
26,VID_20220217_104436_F0.png,baya,990,378,23.313,False
28,VID_20220217_104436_F0.png,baya,1031,410,18.17002,False
30,VID_20220217_104436_F0.png,baya,822,295,21.3376,False
33,VID_20220217_104436_F0.png,cal_2,597,166,NULL,False
34,VID_20220217_104436_F0.png,keypoint,630,535,NULL,False
35,VID_20220217_104436_F0.png,keypoint,908,636,NULL,False
36,VID_20220217_104436_F0.png,keypoint,488,612,NULL,False
37,VID_20220217_104436_F0.png,keypoint,956,595,NULL,False
39,VID_20220217_104436_F0.png,val_1,425,163,NULL,False
40,VID_20220217_104436_F0.png,baya,966,398,21.82637,True
42,VID_20220217_104436_F0.png,cal_1,540,166,NULL,False
45,VID_20220217_104436_F0.png,baya,719,403,21.88418,True
47,VID_20220217_104436_F0.png,baya,832,367,22.46082,True
49,VID_20220217_104436_F0.png,baya,929,425,23.11668,True
52,VID_20220217_104436_F0.png,baya,962,346,25.70056,True
54,VID_20220217_104436_F0.png,baya,807,315,26.37492,True
56,VID_20220217_104436_F0.png,baya,932,452,21.02584,False
58,VID_20220217_104436_F0.png,baya,996,446,22.95584,False
59,VID_20220217_104436_F0.png,baya,757,377,22.91404,False
60,VID_20220217_104436_F0.png,baya,767,335,14.77685,True
62,VID_20220217_104436_F0.png,baya,770,373,25.55681,True
64,VID_20220217_104436_F0.png,val_2,453,164,NULL,False
66,VID_20220217_104436_F0.png,baya,836,412,22.99791,True
68,VID_20220217_104436_F0.png,val_1,367,163,NULL,False
70,VID_20220217_104436_F0.png,baya,925,365,27.439,True
72,VID_20220217_104436_F0.png,baya,868,433,24.19546,False
74,VID_20220217_104436_F0.png,baya,722,361,20.95944,False
76,VID_20220217_104436_F0.png,baya,894,330,26.2657,False
0,VID_20220217_104408_F0.png,baya,841,386,23.45588,True
2,VID_20220217_104408_F0.png,baya,893,319,30.52315,False
4,VID_20220217_104408_F0.png,baya,905,386,26.76942,True
6,VID_20220217_104408_F0.png,baya,624,186,21.9859,True
8,VID_20220217_104408_F0.png,baya,627,247,24.16762,True
10,VID_20220217_104408_F0.png,baya,964,387,23.58107,True
12,VID_20220217_104408_F0.png,baya,786,270,30.48963,True
14,VID_20220217_104408_F0.png,baya,885,350,27.70628,True
16,VID_20220217_104408_F0.png,baya,661,443,26.11926,True
18,VID_20220217_104408_F0.png,baya,780,348,26.47804,True
20,VID_20220217_104408_F0.png,baya,689,245,28.83193,True
22,VID_20220217_104408_F0.png,val_1,337,155,NULL,False
24,VID_20220217_104408_F0.png,baya,713,291,26.60409,True
28,VID_20220217_104408_F0.png,baya,626,405,27.71937,True
30,VID_20220217_104408_F0.png,baya,1027,430,28.4483,True
32,VID_20220217_104408_F0.png,baya,1081,390,27.53994,True
34,VID_20220217_104408_F0.png,baya,561,407,22.84746,True
37,VID_20220217_104408_F0.png,baya,667,210,24.88841,True
39,VID_20220217_104408_F0.png,baya,1085,444,27.98403,True
41,VID_20220217_104408_F0.png,baya,713,342,26.20263,True
43,VID_20220217_104408_F0.png,baya,982,347,26.83017,True
46,VID_20220217_104408_F0.png,baya,861,266,25.5691,True
48,VID_20220217_104408_F0.png,baya,663,349,27.10015,True
50,VID_20220217_104408_F0.png,baya,712,422,27.21362,True
52,VID_20220217_104408_F0.png,baya,798,409,25.75141,True
54,VID_20220217_104408_F0.png,baya,592,237,23.63267,True
56,VID_20220217_104408_F0.png,val_2,420,156,NULL,False
58,VID_20220217_104408_F0.png,baya,1042,386,22.62593,True
60,VID_20220217_104408_F0.png,baya,937,347,25.62867,True
62,VID_20220217_104408_F0.png,baya,960,433,26.90191,True
65,VID_20220217_104408_F0.png,val_1,392,155,NULL,False
67,VID_20220217_104408_F0.png,val_2,476,157,NULL,False
68,VID_20220217_104408_F0.png,cal_1,504,157,NULL,False
71,VID_20220217_104408_F0.png,cal_2,559,158,NULL,False
72,VID_20220217_104408_F0.png,baya,984,459,25.24804,True
74,VID_20220217_104408_F0.png,baya,597,469,24.70472,True
76,VID_20220217_104408_F0.png,baya,846,298,26.2084,True
78,VID_20220217_104408_F0.png,keypoint,850,604,NULL,False
79,VID_20220217_104408_F0.png,keypoint,587,510,NULL,False
80,VID_20220217_104408_F0.png,keypoint,480,426,NULL,False
81,VID_20220217_104408_F0.png,keypoint,891,565,NULL,False
82,VID_20220217_104408_F0.png,baya,1115,403,23.60578,False
84,VID_20220217_104408_F0.png,baya,558,339,23.82759,False
86,VID_20220217_104408_F0.png,baya,810,248,25.21158,False
88,VID_20220217_104408_F0.png,baya,554,387,23.10095,False
90,VID_20220217_104408_F0.png,baya,572,459,24.48064,False
92,VID_20220217_104408_F0.png,baya,661,479,23.00616,False
94,VID_20220217_104408_F0.png,baya,697,459,26.3083,False
96,VID_20220217_104408_F0.png,baya,617,441,24.96,False
98,VID_20220217_104408_F0.png,baya,831,415,27.91297,False
100,VID_20220217_104408_F0.png,baya,911,419,27.81713,False
102,VID_20220217_104408_F0.png,baya,903,443,23.15644,False
104,VID_20220217_104408_F0.png,baya,760,405,27.37335,False
105,VID_20220217_104408_F0.png,baya,1033,362,22.75527,False
107,VID_20220217_104408_F0.png,baya,991,396,25.9059,False
109,VID_20220217_104408_F0.png,baya,1067,471,26.83918,False
111,VID_20220217_104408_F0.png,baya,737,276,26.41238,False
113,VID_20220217_104408_F0.png,baya,733,372,26.391,False
115,VID_20220217_104408_F0.png,baya,905,284,26.56218,False
117,VID_20220217_104408_F0.png,baya,778,231,27.07774,False
119,VID_20220217_104408_F0.png,baya,735,234,24.22286,False
121,VID_20220217_104408_F0.png,baya,679,178,21.05035,False
123,VID_20220217_104408_F0.png,baya,584,300,26.47641,False
125,VID_20220217_104408_F0.png,baya,667,184,21.09913,False
0,VID_20220217_104334_F0.png,baya,768,359,28.71794,True
2,VID_20220217_104334_F0.png,baya,663,467,30.94673,True
4,VID_20220217_104334_F0.png,baya,878,416,28.55801,True
6,VID_20220217_104334_F0.png,baya,943,326,27.31245,True
9,VID_20220217_104334_F0.png,val_2,465,184,NULL,False
10,VID_20220217_104334_F0.png,baya,1016,407,23.89519,True
13,VID_20220217_104334_F0.png,cal_2,717,184,NULL,False
16,VID_20220217_104334_F0.png,baya,922,362,28.93475,True
19,VID_20220217_104334_F0.png,val_1,307,183,NULL,False
21,VID_20220217_104334_F0.png,baya,894,324,27.59356,True
23,VID_20220217_104334_F0.png,baya,677,314,28.08291,True
25,VID_20220217_104334_F0.png,baya,817,425,27.71897,False
27,VID_20220217_104334_F0.png,baya,917,436,27.50405,False
29,VID_20220217_104334_F0.png,baya,962,421,30.82921,True
31,VID_20220217_104334_F0.png,baya,835,387,27.22591,True
33,VID_20220217_104334_F0.png,cal_1,654,184,NULL,False
35,VID_20220217_104334_F0.png,baya,824,332,28.26881,False
37,VID_20220217_104334_F0.png,baya,689,443,28.04361,False
39,VID_20220217_104334_F0.png,baya,601,386,23.41367,False
41,VID_20220217_104334_F0.png,baya,620,408,25.98961,False
43,VID_20220217_104334_F0.png,baya,655,329,24.67843,False
45,VID_20220217_104334_F0.png,baya,743,452,27.30843,False
47,VID_20220217_104334_F0.png,baya,846,345,27.8539,True
49,VID_20220217_104334_F0.png,val_2,402,183,NULL,False
52,VID_20220217_104334_F0.png,val_1,370,183,NULL,False
53,VID_20220217_104334_F0.png,baya,734,327,26.26671,False
55,VID_20220217_104334_F0.png,baya,795,346,25.82112,False
57,VID_20220217_104334_F0.png,baya,786,456,26.41704,True
59,VID_20220217_104334_F0.png,baya,621,494,25.62226,True
61,VID_20220217_104334_F0.png,baya,714,372,27.58623,True
63,VID_20220217_104334_F0.png,baya,734,422,30.49475,True
65,VID_20220217_104334_F0.png,keypoint,599,590,NULL,False
66,VID_20220217_104334_F0.png,keypoint,954,661,NULL,False
67,VID_20220217_104334_F0.png,baya,875,363,24.94051,False
69,VID_20220217_104334_F0.png,keypoint,1064,593,NULL,False
70,VID_20220217_104334_F0.png,keypoint,446,669,NULL,False
72,VID_20220217_104334_F0.png,baya,985,343,28.45703,False
74,VID_20220217_104334_F0.png,baya,851,464,27.62408,True
76,VID_20220217_104334_F0.png,baya,669,404,27.10074,True
78,VID_20220217_104334_F0.png,baya,982,365,31.34087,True
80,VID_20220217_104334_F0.png,baya,618,338,20.47071,True
0,VID_20220217_104307_F0.png,baya,830,389,24.54893,True
2,VID_20220217_104307_F0.png,baya,731,384,23.6548,True
4,VID_20220217_104307_F0.png,baya,832,324,27.40073,True
7,VID_20220217_104307_F0.png,cal_2,733,170,NULL,False
8,VID_20220217_104307_F0.png,baya,715,248,26.04995,True
10,VID_20220217_104307_F0.png,baya,736,351,25.51549,True
13,VID_20220217_104307_F0.png,val_1,395,158,NULL,False
15,VID_20220217_104307_F0.png,val_2,487,162,NULL,False
19,VID_20220217_104307_F0.png,val_2,425,159,NULL,False
21,VID_20220217_104307_F0.png,baya,824,258,23.80756,True
23,VID_20220217_104307_F0.png,baya,883,327,25.59473,True
25,VID_20220217_104307_F0.png,baya,933,325,25.05694,True
27,VID_20220217_104307_F0.png,keypoint,607,560,NULL,False
28,VID_20220217_104307_F0.png,baya,783,346,26.59267,True
30,VID_20220217_104307_F0.png,baya,968,419,24.13234,True
32,VID_20220217_104307_F0.png,baya,688,344,22.78815,True
34,VID_20220217_104307_F0.png,baya,768,297,22.71255,True
37,VID_20220217_104307_F0.png,baya,931,402,22.45907,True
39,VID_20220217_104307_F0.png,keypoint,455,633,NULL,False
40,VID_20220217_104307_F0.png,keypoint,946,637,NULL,False
41,VID_20220217_104307_F0.png,keypoint,898,679,NULL,False
42,VID_20220217_104307_F0.png,baya,687,272,23.33838,True
44,VID_20220217_104307_F0.png,cal_1,672,168,NULL,False
46,VID_20220217_104307_F0.png,baya,931,357,23.60763,True
48,VID_20220217_104307_F0.png,val_1,333,156,NULL,False
50,VID_20220217_104307_F0.png,baya,752,226,22.71783,True
52,VID_20220217_104307_F0.png,baya,697,307,22.8901,False
54,VID_20220217_104307_F0.png,baya,925,435,19.34535,False
56,VID_20220217_104307_F0.png,baya,847,402,21.70412,False
57,VID_20220217_104307_F0.png,baya,916,416,26.08275,False
59,VID_20220217_104307_F0.png,baya,779,380,24.78818,False
61,VID_20220217_104307_F0.png,baya,957,366,24.42949,False
63,VID_20220217_104307_F0.png,baya,840,300,25.13015,False
65,VID_20220217_104307_F0.png,baya,771,271,22.54955,False
1,VID_20220217_104242_F0.png,val_2,441,223,NULL,False
2,VID_20220217_104242_F0.png,baya,870,441,27.4437,True
4,VID_20220217_104242_F0.png,baya,715,426,31.75773,True
6,VID_20220217_104242_F0.png,baya,716,371,30.80638,True
8,VID_20220217_104242_F0.png,baya,698,285,27.43226,True
10,VID_20220217_104242_F0.png,baya,831,374,28.37859,True
12,VID_20220217_104242_F0.png,baya,645,419,28.41209,True
15,VID_20220217_104242_F0.png,val_1,348,224,NULL,False
16,VID_20220217_104242_F0.png,baya,775,360,29.38936,True
18,VID_20220217_104242_F0.png,val_1,286,226,NULL,False
22,VID_20220217_104242_F0.png,keypoint,1047,624,NULL,False
23,VID_20220217_104242_F0.png,keypoint,933,703,NULL,False
24,VID_20220217_104242_F0.png,keypoint,577,655,NULL,False
25,VID_20220217_104242_F0.png,baya,678,463,25.59962,True
28,VID_20220217_104242_F0.png,baya,775,418,29.78124,True
30,VID_20220217_104242_F0.png,baya,614,398,27.57522,True
32,VID_20220217_104242_F0.png,baya,614,450,27.07747,True
34,VID_20220217_104242_F0.png,cal_1,472,222,NULL,False
37,VID_20220217_104242_F0.png,cal_2,535,221,NULL,False
38,VID_20220217_104242_F0.png,baya,785,276,27.45024,True
40,VID_20220217_104242_F0.png,val_2,379,224,NULL,False
42,VID_20220217_104242_F0.png,baya,822,428,27.90586,True
44,VID_20220217_104242_F0.png,baya,665,383,28.83204,True
46,VID_20220217_104242_F0.png,baya,812,330,25.10955,False
48,VID_20220217_104242_F0.png,baya,740,328,31.71007,False
50,VID_20220217_104242_F0.png,baya,671,479,27.13458,False
52,VID_20220217_104242_F0.png,baya,716,488,27.12182,False
54,VID_20220217_104242_F0.png,baya,752,448,29.50565,False
56,VID_20220217_104242_F0.png,baya,794,346,26.40037,False
58,VID_20220217_104242_F0.png,baya,618,382,24.22939,False
60,VID_20220217_104242_F0.png,baya,877,415,25.6053,False
62,VID_20220217_104242_F0.png,baya,888,457,24.97992,False
64,VID_20220217_104242_F0.png,keypoint,445,534,NULL,False
65,VID_20220217_104242_F0.png,baya,800,444,27.92049,True
67,VID_20220217_104242_F0.png,baya,670,366,30.10069,True
0,VID_20220217_104205_F0.png,baya,713,432,20.27136,False
2,VID_20220217_104205_F0.png,keypoint,534,440,NULL,False
3,VID_20220217_104205_F0.png,keypoint,509,597,NULL,False
4,VID_20220217_104205_F0.png,keypoint,648,532,NULL,False
5,VID_20220217_104205_F0.png,keypoint,984,598,NULL,False
6,VID_20220217_104205_F0.png,baya,1159,370,23.1795,True
8,VID_20220217_104205_F0.png,baya,623,345,22.61135,True
10,VID_20220217_104205_F0.png,baya,818,259,23.93236,True
12,VID_20220217_104205_F0.png,baya,742,281,25.75729,True
14,VID_20220217_104205_F0.png,baya,1082,410,24.1548,True
16,VID_20220217_104205_F0.png,baya,880,380,26.52645,True
18,VID_20220217_104205_F0.png,baya,767,320,24.23981,True
20,VID_20220217_104205_F0.png,baya,1035,408,24.89739,True
22,VID_20220217_104205_F0.png,baya,778,258,24.98071,True
24,VID_20220217_104205_F0.png,baya,961,454,26.56057,True
26,VID_20220217_104205_F0.png,baya,683,323,24.23984,True
29,VID_20220217_104205_F0.png,baya,1121,375,23.98207,True
31,VID_20220217_104205_F0.png,baya,709,226,22.83002,True
34,VID_20220217_104205_F0.png,cal_2,635,173,NULL,False
35,VID_20220217_104205_F0.png,baya,698,281,25.63393,True
37,VID_20220217_104205_F0.png,baya,784,202,24.74806,True
40,VID_20220217_104205_F0.png,baya,725,481,22.18007,True
42,VID_20220217_104205_F0.png,baya,1079,331,22.92223,True
44,VID_20220217_104205_F0.png,baya,926,362,25.48118,True
46,VID_20220217_104205_F0.png,baya,1127,328,25.14359,True
49,VID_20220217_104205_F0.png,val_1,470,171,NULL,False
50,VID_20220217_104205_F0.png,baya,972,369,25.86813,True
52,VID_20220217_104205_F0.png,baya,805,509,26.96811,True
54,VID_20220217_104205_F0.png,val_2,498,172,NULL,False
56,VID_20220217_104205_F0.png,baya,956,413,27.88383,True
58,VID_20220217_104205_F0.png,baya,637,266,24.84052,True
60,VID_20220217_104205_F0.png,baya,836,468,24.95215,True
62,VID_20220217_104205_F0.png,baya,1048,452,24.70474,True
64,VID_20220217_104205_F0.png,baya,800,335,26.52181,True
67,VID_20220217_104205_F0.png,baya,888,486,27.22647,True
69,VID_20220217_104205_F0.png,baya,821,188,21.74511,True
71,VID_20220217_104205_F0.png,baya,689,362,22.39845,True
72,VID_20220217_104205_F0.png,baya,963,480,24.01158,True
74,VID_20220217_104205_F0.png,cal_1,580,173,NULL,False
76,VID_20220217_104205_F0.png,baya,828,384,23.27968,True
78,VID_20220217_104205_F0.png,baya,722,330,22.10269,True
80,VID_20220217_104205_F0.png,baya,908,428,26.01387,True
82,VID_20220217_104205_F0.png,baya,665,252,24.71588,True
84,VID_20220217_104205_F0.png,baya,745,209,24.52038,True
86,VID_20220217_104205_F0.png,baya,607,313,21.38982,True
89,VID_20220217_104205_F0.png,val_2,553,172,NULL,False
90,VID_20220217_104205_F0.png,val_1,415,170,NULL,False
93,VID_20220217_104205_F0.png,baya,775,528,23.80111,True
95,VID_20220217_104205_F0.png,baya,847,350,20.76883,True
97,VID_20220217_104205_F0.png,baya,1129,431,26.4067,True
99,VID_20220217_104205_F0.png,baya,788,390,24.10013,True
101,VID_20220217_104205_F0.png,baya,1005,368,23.51046,False
103,VID_20220217_104205_F0.png,baya,1000,448,28.99002,False
105,VID_20220217_104205_F0.png,baya,1111,442,25.79446,False
106,VID_20220217_104205_F0.png,baya,853,507,24.25782,False
107,VID_20220217_104205_F0.png,baya,614,378,20.57351,False
109,VID_20220217_104205_F0.png,baya,1009,345,23.58438,False
111,VID_20220217_104205_F0.png,baya,1078,368,21.30625,False
113,VID_20220217_104205_F0.png,baya,1069,445,25.25366,False
114,VID_20220217_104205_F0.png,baya,1170,364,20.72751,False
115,VID_20220217_104205_F0.png,baya,1162,413,25.05535,False
117,VID_20220217_104205_F0.png,baya,720,392,22.26676,False
119,VID_20220217_104205_F0.png,baya,1051,369,24.36941,False
121,VID_20220217_104205_F0.png,baya,822,234,22.59602,False
123,VID_20220217_104205_F0.png,baya,858,338,25.17085,False
125,VID_20220217_104205_F0.png,baya,965,344,24.50646,False
127,VID_20220217_104205_F0.png,baya,846,449,23.09913,False
129,VID_20220217_104205_F0.png,baya,842,394,24.25274,False
131,VID_20220217_104205_F0.png,baya,656,398,21.39743,False
133,VID_20220217_104205_F0.png,baya,985,414,25.5647,False
135,VID_20220217_104205_F0.png,baya,923,336,23.71919,False
137,VID_20220217_104205_F0.png,baya,823,276,22.36252,False
139,VID_20220217_104205_F0.png,baya,776,369,27.64744,False
0,VID_20220217_104058_F0.png,baya,686,293,26.89312,True
2,VID_20220217_104058_F0.png,baya,528,277,24.00854,True
4,VID_20220217_104058_F0.png,baya,727,375,24.9898,True
6,VID_20220217_104058_F0.png,baya,588,175,21.77532,False
8,VID_20220217_104058_F0.png,baya,558,197,22.63393,False
10,VID_20220217_104058_F0.png,baya,645,293,25.20095,False
12,VID_20220217_104058_F0.png,baya,712,340,23.74967,False
14,VID_20220217_104058_F0.png,baya,1000,482,27.41945,False
16,VID_20220217_104058_F0.png,baya,866,440,25.55905,False
18,VID_20220217_104058_F0.png,baya,827,421,20.78662,False
20,VID_20220217_104058_F0.png,baya,784,419,22.46282,False
21,VID_20220217_104058_F0.png,baya,535,374,25.12847,True
23,VID_20220217_104058_F0.png,baya,700,446,23.01586,True
25,VID_20220217_104058_F0.png,baya,958,448,23.53964,False
26,VID_20220217_104058_F0.png,baya,928,313,21.55963,False
28,VID_20220217_104058_F0.png,val_1,368,154,NULL,False
29,VID_20220217_104058_F0.png,val_1,395,155,NULL,False
31,VID_20220217_104058_F0.png,baya,584,191,27.12656,True
33,VID_20220217_104058_F0.png,baya,629,366,28.18581,True
35,VID_20220217_104058_F0.png,baya,882,414,24.27535,True
37,VID_20220217_104058_F0.png,baya,798,394,25.96221,True
39,VID_20220217_104058_F0.png,baya,577,326,24.27056,True
42,VID_20220217_104058_F0.png,baya,1056,357,25.15253,True
44,VID_20220217_104058_F0.png,baya,756,367,24.9349,False
46,VID_20220217_104058_F0.png,baya,1058,401,21.48936,False
47,VID_20220217_104058_F0.png,baya,1079,392,21.20218,False
48,VID_20220217_104058_F0.png,baya,1035,451,21.50251,False
49,VID_20220217_104058_F0.png,baya,1006,439,28.42583,False
50,VID_20220217_104058_F0.png,val_1,314,152,NULL,False
52,VID_20220217_104058_F0.png,baya,894,382,24.23242,True
55,VID_20220217_104058_F0.png,baya,791,262,24.98199,True
57,VID_20220217_104058_F0.png,baya,855,302,23.80461,False
58,VID_20220217_104058_F0.png,baya,640,194,25.55358,False
60,VID_20220217_104058_F0.png,baya,916,436,26.91904,False
62,VID_20220217_104058_F0.png,baya,1005,343,25.07834,False
64,VID_20220217_104058_F0.png,baya,992,353,23.70799,False
66,VID_20220217_104058_F0.png,baya,845,394,23.8,False
68,VID_20220217_104058_F0.png,baya,528,319,23.46508,False
70,VID_20220217_104058_F0.png,baya,897,317,23.52573,True
72,VID_20220217_104058_F0.png,baya,700,246,29.38197,True
74,VID_20220217_104058_F0.png,baya,971,431,27.08308,True
76,VID_20220217_104058_F0.png,baya,962,354,22.41428,True
78,VID_20220217_104058_F0.png,baya,793,351,27.09779,True
80,VID_20220217_104058_F0.png,baya,929,389,25.86059,True
